chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
6	72	1491	220	-0.00511467936638713	-0.00146465372120384	19	-0.00699365562030798	-0.000839476445154428	158817972	170640200	1	2	1
7	73	1601	18	0.867765337567988	0.54973270790304	26	0.82341656998081	0.493190102127504	193171	6835733	0.512175579797602	5	1
7	74	20349	2357	-0.0180371643486851	0.000771560220506114	19	-0.00699365562030798	-0.000839476445154428	6866799	159117396	1	2	1
8	75	13906	1390	-0.00452839714903138	-0.00302802506822918	19	-0.00699365562030798	-0.000839476445154428	213532	141422485	1	2	1
8	76	1574	175	-0.0783170966325294	-0.00207296176163847	17	-0.0567535549155999	-0.00134733246996399	141424974	144851330	1	2	1
8	77	60	1	0.0862680161472651	0.0853352374262476	22	0.0868415670876192	NA	144880417	145054186	NA	2	NA
9	78	2114	267	0.0108694059871346	-0.00300691034635091	19	-0.00699365562030798	-0.000839476445154428	12084	21638483	1	2	1
9	79	1661	20	0.744365751571453	0.661215624773252	24	0.746969809206714	0.661215624773252	21695268	35958110	0.4530808530747	5	1
9	80	473	1	-0.0504853498904953	1.53951334837125	18	-0.0567535549155999	NA	35971355	38068648	NA	2	NA
9	81	1862	20	0.791016486705445	0.403663451720766	26	0.82341656998081	0.493190102127504	38395770	88544596	0.512175579797602	5	2
9	82	159	8	-0.0989118619303747	0.00228699828762229	18	-0.0567535549155999	NA	88647300	90613904	NA	2	NA
9	83	6132	672	-0.0108217291130838	-0.00168353594309536	19	-0.00699365562030798	-0.000839476445154428	90742598	127448667	1	2	1
9	84	5233	551	-0.0858492101571457	-0.00574714784896506	17	-0.0567535549155999	-0.00134733246996399	127449429	138217086	1	2	1
10	85	2660	299	-0.000937853713513863	-0.00564889283828583	19	-0.00699365562030798	-0.000839476445154428	82758	21759568	1	2	1
10	86	142	14	-0.442740244587312	0.320778824988682	14	-0.438833741510737	NA	21766070	23030785	0.512175579797602	1	0
10	87	4856	526	-0.00499040019442865	0.00381520209941773	19	-0.00699365562030798	-0.000839476445154428	23032945	70844764	1	2	1
10	88	479	69	-0.53568466819106	0.374576705427284	9	-0.556551473675354	0.385968826567618	70851010	72566680	0.512175579797602	1	0
10	89	9122	870	-0.0155943923814955	-0.000721899770153824	19	-0.00699365562030798	-0.000839476445154428	72566936	125167027	1	2	1
10	90	1171	8	0.837875467088681	0.0203183487154276	27	0.82341656998081	NA	125576858	133787086	0.512175579797602	5	NA
11	91	152	24	0.0523580525864512	-0.00496456387875436	21	0.0429215363457578	-0.000506203192975336	123523	369795	1	2	1
11	92	959	191	-0.54553642833445	0.382998931644314	9	-0.556551473675354	0.385968826567618	371961	1267685	0.512175579797602	1	0
11	93	7776	791	-0.0155598193569039	-0.0014024590535421	19	-0.00699365562030798	-0.000839476445154428	1276585	48217285	1	2	1
11	94	675	97	-0.162418095229214	-0.000741032025745591	15	-0.155550273404848	-0.000741032025745591	48217551	56740266	1	2	1
11	95	3523	250	-0.0527049802243025	0.00153285133234102	17	-0.0567535549155999	-0.00134733246996399	56740474	64954715	1	2	1
11	96	916	62	-0.644518949196212	0.420100757328332	8	-0.623540407656209	0.410724636486288	64954923	65967738	0.512175579797602	1	0
11	97	1648	169	-0.0642757059922432	-0.00742958781070589	17	-0.0567535549155999	-0.00134733246996399	65976426	69088000	1	2	1
11	98	75	3	-0.755521165811188	-0.0293696404358709	6	-0.755521165811188	NA	69295377	70085756	0.402610305667394	0	0
11	99	5553	556	-0.0236173074292965	-0.00446683333974842	19	-0.00699365562030798	-0.000839476445154428	70087819	110826721	1	2	1
11	100	205	22	-0.526687515547768	0.439597026613917	9	-0.556551473675354	0.385968826567618	111281435	111857663	0.512175579797602	1	0
11	101	1204	130	-0.017874543764439	-0.00794310102785205	19	-0.00699365562030798	-0.000839476445154428	111860630	117918958	1	2	1
11	102	1082	52	-0.5751544772407	0.439038466685545	9	-0.556551473675354	0.385968826567618	117919050	119728566	0.512175579797602	1	0
11	103	2381	291	-0.00444349665331781	0.000383464962914302	19	-0.00699365562030798	-0.000839476445154428	119821566	134388152	1	2	1
12	104	5086	557	-0.0182328014282754	0.000477664509523809	19	-0.00699365562030798	-0.000839476445154428	66864	22684997	1	2	1
12	105	162	26	-0.405678886853144	0.33458264921637	13	-0.438833741510737	0.297006995483725	23533008	25235382	0.512175579797602	1	0
12	106	64	9	0.11749774703239	-0.0427282546872306	22	0.0868415670876192	NA	25245254	26252873	NA	2	NA
12	107	292	27	-0.517857503091657	0.355252834329458	9	-0.556551473675354	0.385968826567618	26339386	27420487	0.512175579797602	1	0
12	108	314	33	0.0135127348278321	0.039061534562852	19	-0.00699365562030798	-0.000839476445154428	27470609	30455054	1	2	1
12	109	563	86	-0.533063862031366	0.412390754597821	9	-0.556551473675354	0.385968826567618	30519272	32878414	0.512175579797602	1	0
12	110	108	2	-0.0462205941868685	0.0212332376325931	18	-0.0567535549155999	NA	32878521	38907515	NA	2	NA
12	111	552	46	-0.554257108261603	0.450284916838167	9	-0.556551473675354	0.385968826567618	39190606	41194322	0.512175579797602	1	0
12	112	627	49	0.0243969535880207	-0.0148584709949346	21	0.0429215363457578	-0.000506203192975336	41437991	47702903	1	2	1
12	113	5654	495	-0.0583148719284872	-0.00774640864545499	17	-0.0567535549155999	-0.00134733246996399	47710732	62235039	1	2	1
12	114	720	67	0.0472179740782867	0.0141980382301253	21	0.0429215363457578	-0.000506203192975336	62235416	66804344	1	2	1
12	115	253	14	-0.510275042144502	0.387381931149161	12	-0.502673152045991	NA	67269671	68886040	0.512175579797602	1	0
12	116	10694	1039	-0.0115473301964598	0.0018877512822648	19	-0.00699365562030798	-0.000839476445154428	68913788	133234294	1	2	1
13	117	8431	905	0.0124670566681748	-0.00552519793714827	19	-0.00699365562030798	-0.000839476445154428	19026335	114325244	1	2	1
14	118	2856	339	-0.0622815218120412	-0.0100449127144946	17	-0.0567535549155999	-0.00134733246996399	19097620	29725715	1	2	1
14	119	3664	298	0.0112861382600013	-0.00401022907121037	19	-0.00699365562030798	-0.000839476445154428	29927305	62084359	1	2	1
14	120	102	4	-0.0686240108653351	-0.000570421492462719	18	-0.0567535549155999	NA	62100354	63762160	NA	2	NA
14	121	613	49	-0.541164006680265	0.394376617998774	9	-0.556551473675354	0.385968826567618	63909185	65006478	0.512175579797602	1	0
14	122	6737	708	-0.000680983478900631	-0.00837223473010441	19	-0.00699365562030798	-0.000839476445154428	65012307	104684246	1	2	1
14	123	346	47	-0.576188511842579	0.421113919186005	9	-0.556551473675354	0.385968826567618	104701361	105149367	0.512175579797602	1	0
14	124	333	34	-0.989827166014704	0.747334811924851	1	-0.974905803810348	0.747334811924851	105149517	105708812	0.501889871233237	0	0
14	125	134	4	0.919345850993738	0.365889531601541	28	0.919345850993738	NA	105721826	106117021	0.512175579797602	6	NA
14	126	249	63	0.00252776489057551	0.0104291050259241	19	-0.00699365562030798	-0.000839476445154428	106117275	106875166	1	2	1
15	127	1295	122	-0.0324191811656828	-0.00404806493631276	17	-0.0567535549155999	-0.00134733246996399	20003745	30224881	1	2	1
15	128	415	32	-0.516749056326219	0.439072977539805	9	-0.556551473675354	0.385968826567618	30362830	32436165	0.512175579797602	1	0
15	129	1252	159	-0.0341824812105886	-0.00100514069598095	17	-0.0567535549155999	-0.00134733246996399	32437585	40370807	1	2	1
15	130	1432	123	-0.562256957305614	0.395589926355566	9	-0.556551473675354	0.385968826567618	40382819	42472431	0.512175579797602	1	0
15	131	9335	781	-0.000250120970279146	-0.00110860164574642	19	-0.00699365562030798	-0.000839476445154428	42511894	83284484	1	2	1
15	132	556	47	-0.548262736903413	0.383762385644775	9	-0.556551473675354	0.385968826567618	83447437	86143849	0.512175579797602	1	0
15	133	2217	328	-0.0396511252874956	-2.55628922966381e-05	17	-0.0567535549155999	-0.00134733246996399	86154365	101922654	1	2	1
16	134	4105	512	-0.0454639135304651	-0.00471654930076235	17	-0.0567535549155999	-0.00134733246996399	60578	11350859	1	2	1
16	135	264	42	-0.520896780891415	0.406123880256674	9	-0.556551473675354	0.385968826567618	11380893	12568438	0.512175579797602	1	0
16	136	5140	370	-0.0399871940474317	-0.000243178244446704	17	-0.0567535549155999	-0.00134733246996399	12568522	35255812	1	2	1
16	137	4135	37	0.829615934182565	0.28698217511314	27	0.82341656998081	NA	46386441	70299288	0.512175579797602	5	2
16	138	267	27	-0.0134489903067189	-0.00312727464972125	19	-0.00699365562030798	-0.000839476445154428	70299526	70761121	1	2	1
16	139	1412	11	0.843398408222991	0.36240928721386	27	0.82341656998081	NA	70762508	81112150	0.512175579797602	5	NA
16	140	1456	243	-0.0166574064386665	0.000783705666158289	19	-0.00699365562030798	-0.000839476445154428	81112274	88725730	1	2	1
16	141	520	50	-0.568324686836815	0.294343972891333	9	-0.556551473675354	0.385968826567618	88725879	89669184	0.512175579797602	1	0
16	142	315	58	-0.0302661893704046	-0.0106100305590542	17	-0.0567535549155999	-0.00134733246996399	89669515	89980452	1	2	1
16	143	75	0	0.841661525764716	0	27	0.82341656998081	NA	89981795	90096039	0.512175579797602	5	NA
17	144	9243	1108	-0.0508012245042595	0.00125195857168744	17	-0.0567535549155999	-0.00134733246996399	156282	31169995	1	2	1
17	145	589	43	-0.508460391263304	0.328572630069298	11	-0.502673152045991	0.375704587371674	31181540	33292105	0.512175579797602	1	0
17	146	1877	211	-0.0281284410019454	0.00479056786281094	17	-0.0567535549155999	-0.00134733246996399	34037703	39792797	1	2	1
17	147	636	68	-0.585199305873569	0.385109916430314	9	-0.556551473675354	0.385968826567618	39793092	40867259	0.512175579797602	1	0
17	148	4823	494	-0.064495411084994	-0.00134791936279902	17	-0.0567535549155999	-0.00134733246996399	40876143	53825225	1	2	1
17	149	3808	297	-0.0181107477424345	0.00803678179136323	19	-0.00699365562030798	-0.000839476445154428	53952879	73358276	1	2	1
17	150	1276	178	-0.08539523988382	0.00936141167843004	17	-0.0567535549155999	-0.00134733246996399	73361699	75847857	1	2	1
17	151	474	26	-0.61679232672927	0.451201342582347	8	-0.623540407656209	0.410724636486288	75848115	76401002	0.512175579797602	1	0
17	152	230	23	-0.961801669541904	0.00243476824575703	2	-0.974905803810348	0.00243476824575703	76401295	76873131	0.490887770905906	0	0
17	153	147	19	-0.543124926663481	0.388806436161873	9	-0.556551473675354	0.385968826567618	76881988	77882511	0.512175579797602	1	0
17	154	1320	262	-0.0163154328241558	-0.00360384007333361	19	-0.00699365562030798	-0.000839476445154428	78049188	81194195	1	2	1
18	155	6948	712	0.00699064525911687	-0.00628012995390517	19	-0.00699365562030798	-0.000839476445154428	47486	77527332	1	2	1
19	156	267	59	-0.0210011027061347	0.0104619730629158	19	-0.00699365562030798	-0.000839476445154428	107381	694954	1	2	1
19	157	806	145	-0.586150862187252	0.344110895115527	9	-0.556551473675354	0.385968826567618	695454	1511932	0.512175579797602	1	0
19	158	3933	524	-0.0341934602571639	-0.00193687686702847	17	-0.0567535549155999	-0.00134733246996399	1526828	8586942	1	2	1
19	159	11899	1386	-0.0795700928795144	-0.000190232715760273	17	-0.0567535549155999	-0.00134733246996399	8587068	41206222	1	2	1
19	160	209	20	-0.0150635245180132	0.00401056177888486	19	-0.00699365562030798	-0.000839476445154428	41206450	41586503	1	2	1
19	161	694	19	-0.631500036250828	0.43291751988385	8	-0.623540407656209	0.410724636486288	41599981	42655355	0.512175579797602	1	0
19	162	9211	1487	-0.0784649506947299	-0.00163190980047603	17	-0.0567535549155999	-0.00134733246996399	42661592	58572803	1	2	1
20	163	1380	159	-0.01946522592146	-0.00809625121261216	19	-0.00699365562030798	-0.000839476445154428	87696	4862882	1	2	1
20	164	318	55	-0.544724891914128	0.43681040830739	9	-0.556551473675354	0.385968826567618	4867755	6428215	0.512175579797602	1	0
20	165	3507	391	-0.0189827224747706	-0.000406076450982447	19	-0.00699365562030798	-0.000839476445154428	6770083	35496817	1	2	1
20	166	624	43	-0.539995463486295	0.417246342145009	9	-0.556551473675354	0.385968826567618	35497832	37018571	0.512175579797602	1	0
20	167	640	59	-0.0705032702018922	0.00317709512432191	17	-0.0567535549155999	-0.00134733246996399	37020663	39038279	1	2	1
20	168	283	18	-0.534388436792502	0.285549330326742	9	-0.556551473675354	0.385968826567618	39038701	42080917	0.512175579797602	1	0
20	169	2520	321	-0.023327027260692	-0.00285221865456126	19	-0.00699365562030798	-0.000839476445154428	42080994	56497610	1	2	1
20	170	297	26	-0.573033875423974	0.405684064231526	9	-0.556551473675354	0.385968826567618	56513348	58309075	0.512175579797602	1	0
20	171	1067	158	-0.0241039963966872	0.00298642610201206	19	-0.00699365562030798	-0.000839476445154428	58309344	62964371	1	2	1
21	172	1354	145	-0.0369559961712667	0.0101371489986509	17	-0.0567535549155999	-0.00134733246996399	9744383	32769700	1	2	1
21	173	441	57	-0.896738145499108	0.0387366122906593	4	-0.907368673892385	0.0387366122906593	32769946	33915968	0.458883632215888	0	0
21	174	2887	452	-0.0197940176283521	-0.00254069932567185	19	-0.00699365562030798	-0.000839476445154428	34073789	46664534	1	2	1
22	175	507	83	-0.0302620648231463	-0.00425243628908499	17	-0.0567535549155999	-0.00134733246996399	16390407	19048644	1	2	1
22	176	373	9	-0.585330847648192	0.305305407497645	10	-0.556551473675354	NA	19056966	19852277	0.512175579797602	1	0
22	177	691	98	-0.0520549272182764	0.00169142445416454	17	-0.0567535549155999	-0.00134733246996399	19877059	21080979	1	2	1
22	178	257	39	-0.586391856101527	0.307383611074104	9	-0.556551473675354	0.385968826567618	21208887	22117614	0.512175579797602	1	0
22	179	354	57	-0.927421470608224	0.991151732810201	3	-0.907368673892385	0.926812922752443	22162220	22923074	0.466282872565466	0	0
22	180	77	18	-0.569379457616035	0.363386389243791	9	-0.556551473675354	0.385968826567618	22924763	23217196	0.512175579797602	1	0
22	181	936	103	-0.0431238701231963	0.0103479317029446	17	-0.0567535549155999	-0.00134733246996399	23242846	26004726	1	2	1
22	182	199	22	-0.61734890714596	0.428269916320339	8	-0.623540407656209	0.410724636486288	26005001	27060271	0.512175579797602	1	0
22	183	413	1	0.832646439527459	0.398817395780461	27	0.82341656998081	NA	27750898	29609420	0.512175579797602	5	NA
22	184	1374	115	-0.0235751267083011	-0.00540797133187849	19	-0.00699365562030798	-0.000839476445154428	29636659	34609066	1	2	1
22	185	234	0	0.763960247716578	0	25	0.746969809206714	NA	35067121	36255406	0.470173008355825	5	NA
22	186	1830	85	-0.0654681230569831	-0.000752280321595176	17	-0.0567535549155999	-0.00134733246996399	36257090	40569439	1	2	1
22	187	423	58	-0.586223959199528	0.433839064972263	9	-0.556551473675354	0.385968826567618	40679439	41533956	0.512175579797602	1	0
22	188	250	26	-0.0595978513064065	0.000165953764654546	17	-0.0567535549155999	-0.00134733246996399	41540621	41981881	1	2	1
22	189	1323	5	0.841892471349908	0.0389848155299842	27	0.82341656998081	NA	41985932	49774263	0.512175579797602	5	NA
22	190	668	5	-0.0358641647709058	-0.0129916196951475	18	-0.0567535549155999	NA	49774433	50570945	NA	2	NA
22	191	148	1	0.84736238825348	0.812254818268935	27	0.82341656998081	NA	50571370	50799060	0.512175579797602	5	NA
23	192	13237	22	0.804985395818626	0.197440255781383	27	0.82341656998081	NA	2781961	155238871	0.512175579797602	2	NA
